_id,Country,combined figures (kg/capita/year),Household estimate (kg/capita/year),Household estimate (tonnes/year),Retail estimate (kg/capita/year),Retail estimate (tonnes/year),Food service estimate (kg/capita/year),Food service estimate (tonnes/year),Confidence in estimate,M49 code,Region,Source,continent_name,wage_span,median_salary,Avg Salary,lowest_salary,highest_salary
6578cd8bbc6190354d98f8d9,Afghanistan,126,82,3109153,16,594982,28,1051783,Very Low Confidence,4,Southern Asia,https://www.unep.org/resources/report/unep-food-waste-index-report-2151,Asia,Monthly,853.74,1001.15,252.53,4460.97
6578cd8bbc6190354d98f8da,Albania,127,83,238492,16,45058,28,79651,Very Low Confidence,8,Southern Europe,https://www.unep.org/resources/report/unep-food-waste-index-report-2160,Europe,Monthly,832.84,956.92,241.22,4258.49
6578cd8bbc6190354d98f8db,Algeria,135,91,3918529,16,673360,28,1190335,Very Low Confidence,12,Northern Africa,https://www.unep.org/resources/report/unep-food-waste-index-report-2107,Africa,Monthly,1148.84,1308.81,330.11,5824.18
6578cd8bbc6190354d98f8dc,Andorra,123,84,6497,13,988,26,1971,Low Confidence,20,Southern Europe,https://www.unep.org/resources/report/unep-food-waste-index-report-2161,Europe,Monthly,3668.08,4069.77,1120.51,17653.28
6578cd8bbc6190354d98f8dd,Angola,144,100,3169523,16,497755,28,879908,Very Low Confidence,24,Sub-Saharan Africa,https://www.unep.org/resources/report/unep-food-waste-index-report-2176,Africa,Monthly,284.39,314.39,79.32,1403.96
6578cd8bbc6190354d98f8de,Antigua and Barbuda,113,74,7178,13,1244,26,2483,Low Confidence,28,Latin America and the Caribbean,https://www.unep.org/resources/report/unep-food-waste-index-report-2046,Caribbean,Monthly,1548.15,1677.78,422.22,7444.44
6578cd8bbc6190354d98f8df,Argentina,116,72,3243563,16,700380,28,1238100,Very Low Confidence,32,Latin America and the Caribbean,https://www.unep.org/resources/report/unep-food-waste-index-report-2047,South America,Monthly,110.28,129.42,32.57,577.13
6578cd8bbc6190354d98f8e0,Armenia,137,93,275195,16,46259,28,81775,Very Low Confidence,51,Western Asia,https://www.unep.org/resources/report/unep-food-waste-index-report-2227,Asia,Monthly,1700.25,1974.32,497.39,8780.39
6578cd8bbc6190354d98f8e1,Aruba,113,74,7858,13,1362,26,2718,Low Confidence,533,Latin America and the Caribbean,https://www.unep.org/resources/report/unep-food-waste-index-report-2048,Caribbean,Monthly,1106.15,1268.16,318.44,5642.46
6578cd8bbc6190354d98f8e2,Australia,133,102,2563110,9,238248,22,546340,High Confidence,36,Australia and New Zealand,https://www.unep.org/resources/report/unep-food-waste-index-report-2021,Oceania,Monthly,4306.45,4903.23,1236.13,21774.19
6578cd8bbc6190354d98f8e3,Austria,76,39,349249,9,77289,28,254191,High Confidence,40,Western Europe,https://www.unep.org/resources/report/unep-food-waste-index-report-2245,Europe,Monthly,3572.94,4016.91,1014.8,17864.69
6578cd8bbc6190354d98f8e4,Azerbaijan,137,93,934872,16,157148,28,277800,Very Low Confidence,31,Western Asia,https://www.unep.org/resources/report/unep-food-waste-index-report-2228,Asia,Monthly,1558.82,1741.18,441.18,7764.71
6578cd8bbc6190354d98f8e5,Bahamas,113,74,28792,13,4990,26,9960,Low Confidence,44,Latin America and the Caribbean,https://www.unep.org/resources/report/unep-food-waste-index-report-2049,North America,Monthly,3541.0,3908.0,983.0,17416.0
6578cd8bbc6190354d98f8e6,Bahrain,171,132,216161,13,21026,26,41966,Low Confidence,48,Western Asia,https://www.unep.org/resources/report/unep-food-waste-index-report-2229,Asia,Monthly,3617.02,3936.17,984.04,17553.19
6578cd8bbc6190354d98f8e7,Bangladesh,84,65,10618233,16,2550080,3,544436,Very Low Confidence,50,Southern Asia,https://www.unep.org/resources/report/unep-food-waste-index-report-2152,Asia,Monthly,218.57,236.71,59.68,1052.06
6578cd8bbc6190354d98f8e8,Barbados,113,74,21215,13,3677,26,7339,Low Confidence,52,Latin America and the Caribbean,https://www.unep.org/resources/report/unep-food-waste-index-report-2050,Caribbean,Monthly,1395.0,1635.0,410.0,7250.0
6578cd8bbc6190354d98f8e9,Belarus,112,68,646356,16,147838,28,261341,Very Low Confidence,112,Eastern Europe,https://www.unep.org/resources/report/unep-food-waste-index-report-2035,Europe,Monthly,849.5,983.28,247.49,4381.27
6578cd8bbc6190354d98f8ea,Belgium,80,50,576036,10,112100,20,227371,Medium Confidence,56,Western Europe,https://www.unep.org/resources/report/unep-food-waste-index-report-2246,Europe,Monthly,5729.39,6522.2,1997.89,27378.44
6578cd8bbc6190354d98f8eb,Belize,97,53,20564,16,6106,28,10794,Very Low Confidence,84,Latin America and the Caribbean,https://www.unep.org/resources/report/unep-food-waste-index-report-2051,Central America,Monthly,1730.0,1965.0,495.0,8750.0
6578cd8bbc6190354d98f8ec,Benin,144,100,1175297,16,184573,28,326280,Very Low Confidence,204,Sub-Saharan Africa,https://www.unep.org/resources/report/unep-food-waste-index-report-2177,Africa,Monthly,488.25,549.48,138.58,2449.28
6578cd8bbc6190354d98f8ed,Bermuda,113,74,4606,13,801,26,1598,Low Confidence,60,Northern America,https://www.unep.org/resources/report/unep-food-waste-index-report-2114,Northern America,Monthly,1440.0,1600.0,400.0,7120.0
6578cd8bbc6190354d98f8ee,Bhutan,123,79,60000,16,11935,28,21098,Very Low Confidence,64,Southern Asia,https://www.unep.org/resources/report/unep-food-waste-index-report-2153,Asia,Monthly,407.26,449.3,113.17,1994.23
6578cd8bbc6190354d98f8ef,Bolivia,124,80,922012,16,180068,28,318315,Very Low Confidence,68,Latin America and the Caribbean,https://www.unep.org/resources/report/unep-food-waste-index-report-2052,South America,Monthly,1131.5,1236.99,312.14,5505.78
6578cd8bbc6190354d98f8f0,Bosnia and Herzegovina,127,83,273269,16,51628,28,91266,Very Low Confidence,70,Southern Europe,https://www.unep.org/resources/report/unep-food-waste-index-report-2162,Europe,Monthly,1151.35,1248.65,313.51,5567.57
6578cd8bbc6190354d98f8f1,Botswana,136,92,211802,16,36030,28,63693,Very Low Confidence,72,Sub-Saharan Africa,https://www.unep.org/resources/report/unep-food-waste-index-report-2178,Africa,Monthly,729.39,860.69,216.63,3822.03
6578cd8bbc6190354d98f8f2,Brazil,104,60,12578308,16,3300862,28,5835112,Very Low Confidence,76,Latin America and the Caribbean,https://www.unep.org/resources/report/unep-food-waste-index-report-2054,South America,Monthly,1490.04,1711.16,432.27,7609.56
6578cd8bbc6190354d98f8f3,British Virgin Islands,113,74,2218,13,384,26,767,Low Confidence,92,Latin America and the Caribbean,https://www.unep.org/resources/report/unep-food-waste-index-report-2055,,,,,,
6578cd8bbc6190354d98f8f4,Brunei,119,80,34739,13,5551,26,11080,Low Confidence,96,South-eastern Asia,https://www.unep.org/resources/report/unep-food-waste-index-report-2140,Asia,Monthly,2110.29,2375.0,595.59,10588.24
6578cd8bbc6190354d98f8f5,Bulgaria,112,68,478667,16,109483,28,193539,Very Low Confidence,100,Eastern Europe,https://www.unep.org/resources/report/unep-food-waste-index-report-2036,Europe,Monthly,1605.41,1794.59,454.05,7945.95
6578cd8bbc6190354d98f8f6,Burkina Faso,147,103,2086893,16,317831,28,561848,Very Low Confidence,854,Sub-Saharan Africa,https://www.unep.org/resources/report/unep-food-waste-index-report-2179,Africa,Monthly,485.02,534.97,135.03,2384.83
6578cd8bbc6190354d98f8f7,Burundi,147,103,1184127,16,180341,28,318799,Very Low Confidence,108,Sub-Saharan Africa,https://www.unep.org/resources/report/unep-food-waste-index-report-2180,Africa,Monthly,384.78,420.08,105.55,1863.89
6578cd8bbc6190354d98f8f8,Cape Verde,144,100,54765,16,8601,28,15204,Very Low Confidence,132,Sub-Saharan Africa,https://www.unep.org/resources/report/unep-food-waste-index-report-2181,Africa,Monthly,1706.29,1965.11,495.59,8742.33
6578cd8bbc6190354d98f8f9,Cambodia,130,86,1423397,16,257853,28,455820,Very Low Confidence,116,South-eastern Asia,https://www.unep.org/resources/report/unep-food-waste-index-report-2141,Asia,Monthly,745.19,808.3,203.41,3592.44
6578cd8bbc6190354d98f8fa,Cameroon,144,100,2577064,16,404713,28,715433,Very Low Confidence,120,Sub-Saharan Africa,https://www.unep.org/resources/report/unep-food-waste-index-report-2182,Africa,Monthly,633.27,744.45,186.92,3303.31
6578cd8bbc6190354d98f8fb,Canada,118,79,2938321,13,479284,26,956615,Low Confidence,124,Northern America,https://www.unep.org/resources/report/unep-food-waste-index-report-2115,Northern America,Monthly,6311.03,7352.94,1850.0,32720.59
6578cd8bbc6190354d98f8fc,Cayman Islands,113,74,4797,13,831,26,1660,Low Confidence,136,Latin America and the Caribbean,https://www.unep.org/resources/report/unep-food-waste-index-report-2056,Caribbean,Monthly,3430.97,3901.56,984.39,17406.96
6578cd8bbc6190354d98f8fd,Central African Republic,147,103,487305,16,74216,28,131196,Very Low Confidence,140,Sub-Saharan Africa,https://www.unep.org/resources/report/unep-food-waste-index-report-2183,Africa,Monthly,621.99,699.33,175.64,3109.94
6578cd8bbc6190354d98f8fe,Chad,147,103,1637656,16,249413,28,440901,Very Low Confidence,148,Sub-Saharan Africa,https://www.unep.org/resources/report/unep-food-waste-index-report-2184,Africa,Monthly,707.39,787.96,198.2,3512.79
6578cd8bbc6190354d98f8ff,Chile,113,74,1400946,13,242800,26,484611,Low Confidence,152,Latin America and the Caribbean,https://www.unep.org/resources/report/unep-food-waste-index-report-2057,South America,Monthly,1890.4,2090.56,525.98,9274.09
6578cd8bbc6190354d98f900,China,126,64,91646213,16,22424705,46,65377741,Very Low Confidence,156,Eastern Asia,https://www.unep.org/resources/report/unep-food-waste-index-report-2028,Asia,Monthly,3684.93,4027.4,1015.07,17945.21
6578cd8bbc6190354d98f901,Hong Kong,110,71,530985,13,95267,26,190147,Low Confidence,344,Eastern Asia,https://www.unep.org/resources/report/unep-food-waste-index-report-2029,Asia,Monthly,4252.87,4687.1,1182.63,20817.37
6578cd8bbc6190354d98f902,Macao,110,71,45728,13,8204,26,16375,Low Confidence,446,Eastern Asia,https://www.unep.org/resources/report/unep-food-waste-index-report-2030,Asia,Monthly,856.26,928.13,234.2,4126.39
6578cd8bbc6190354d98f903,Colombia,114,70,3545499,16,787320,28,1391787,Very Low Confidence,170,Latin America and the Caribbean,https://www.unep.org/resources/report/unep-food-waste-index-report-2058,South America,Monthly,995.6,1157.85,292.53,5137.79
6578cd8bbc6190354d98f904,Comoros,144,100,84742,16,13308,28,23526,Very Low Confidence,174,Sub-Saharan Africa,https://www.unep.org/resources/report/unep-food-waste-index-report-2185,Africa,Monthly,567.21,651.0,163.93,2900.48
6578cd8bbc6190354d98f905,Congo,144,100,535851,16,84152,28,148760,Very Low Confidence,178,Sub-Saharan Africa,https://www.unep.org/resources/report/unep-food-waste-index-report-2186,Africa,Monthly,1058.67,1205.3,302.94,5365.86
6578cd8bbc6190354d98f906,Costa Rica,116,72,365609,16,78946,28,139556,Very Low Confidence,188,Latin America and the Caribbean,https://www.unep.org/resources/report/unep-food-waste-index-report-2059,Central America,Monthly,4016.06,4427.01,1115.16,19613.34
6578cd8bbc6190354d98f907,Côte d’Ivoire,144,100,2561140,16,402212,28,711012,Very Low Confidence,384,Sub-Saharan Africa,https://www.unep.org/resources/report/unep-food-waste-index-report-2187,,,,,,
6578cd8bbc6190354d98f908,Croatia,123,84,348070,13,52915,26,105613,Low Confidence,191,Southern Europe,https://www.unep.org/resources/report/unep-food-waste-index-report-2163,Europe,Monthly,1935.48,2089.76,527.35,9298.74
6578cd8bbc6190354d98f909,Cuba,116,72,820910,16,177259,28,313349,Very Low Confidence,192,Latin America and the Caribbean,https://www.unep.org/resources/report/unep-food-waste-index-report-2060,Caribbean,Monthly,783.33,916.67,231.25,4079.17
6578cd8bbc6190354d98f90a,Curaçao,113,74,12079,13,2093,26,4178,Low Confidence,531,Latin America and the Caribbean,https://www.unep.org/resources/report/unep-food-waste-index-report-2061,,,,,,
6578cd8bbc6190354d98f90b,Cyprus,134,95,113306,13,15356,26,30649,Low Confidence,196,Western Asia,https://www.unep.org/resources/report/unep-food-waste-index-report-2230,Europe,Monthly,1976.74,2293.87,581.4,10211.42
6578cd8bbc6190354d98f90c,Czech Republic,109,70,746840,13,136943,26,273327,Low Confidence,203,Eastern Europe,https://www.unep.org/resources/report/unep-food-waste-index-report-2037,Europe,Monthly,2310.03,2653.06,668.69,11810.68
6578cd8bbc6190354d98f90d,Korea (North),125,81,2070528,16,401425,28,709621,Very Low Confidence,408,Eastern Asia,https://www.unep.org/resources/report/unep-food-waste-index-report-2031,Asia,Monthly,192.22575,216.67064,54.556555,963.35099
6578cd8bbc6190354d98f90e,Congo Democratic Republic,147,103,8912903,16,1357425,28,2399593,Very Low Confidence,180,Sub-Saharan Africa,https://www.unep.org/resources/report/unep-food-waste-index-report-2188,Africa,Monthly,170.39,191.74,48.34,853.95
6578cd8bbc6190354d98f90f,Denmark,132,81,469449,30,172003,21,119134,High Confidence,208,Northern Europe,https://www.unep.org/resources/report/unep-food-waste-index-report-2119,Europe,Monthly,5084.99,5779.04,1458.92,25637.39
6578cd8bbc6190354d98f910,Djibouti,144,100,96962,16,15227,28,26918,Very Low Confidence,262,Sub-Saharan Africa,https://www.unep.org/resources/report/unep-food-waste-index-report-2189,Africa,Monthly,1378.57,1553.0,391.63,6921.0
6578cd8bbc6190354d98f911,Dominica,116,72,5201,16,1123,28,1985,Very Low Confidence,212,Latin America and the Caribbean,https://www.unep.org/resources/report/unep-food-waste-index-report-2062,Caribbean,Monthly,496.3,555.56,140.74,2470.37
6578cd8bbc6190354d98f912,Dominican Republic,116,72,777849,16,167960,28,296913,Very Low Confidence,214,Latin America and the Caribbean,https://www.unep.org/resources/report/unep-food-waste-index-report-2063,Caribbean,Monthly,318.89,350.6,88.62,1562.72
6578cd8bbc6190354d98f913,Ecuador,116,72,1258415,16,271729,28,480349,Very Low Confidence,218,Latin America and the Caribbean,https://www.unep.org/resources/report/unep-food-waste-index-report-2064,South America,Monthly,1260.0,1370.0,340.0,6080.0
6578cd8bbc6190354d98f914,Egypt,135,91,9136941,16,1570093,28,2775538,Very Low Confidence,818,Northern Africa,https://www.unep.org/resources/report/unep-food-waste-index-report-2108,Africa,Monthly,254.53,298.51,75.36,1329.24
6578cd8bbc6190354d98f915,El Salvador,124,80,516828,16,100936,28,178430,Very Low Confidence,222,Latin America and the Caribbean,https://www.unep.org/resources/report/unep-food-waste-index-report-2065,Central America,Monthly,1470.0,1710.0,430.0,7610.0
6578cd8bbc6190354d98f916,Equatorial Guinea,136,92,124670,16,21208,28,37491,Very Low Confidence,226,Sub-Saharan Africa,https://www.unep.org/resources/report/unep-food-waste-index-report-2190,Africa,Monthly,671.94,773.46,194.98,3432.22
6578cd8bbc6190354d98f917,Eritrea,147,103,359132,16,54695,28,96688,Very Low Confidence,232,Sub-Saharan Africa,https://www.unep.org/resources/report/unep-food-waste-index-report-2191,Africa,Monthly,402.0,457.33,115.33,2033.33
6578cd8bbc6190354d98f918,Estonia,100,78,102743,5,6243,17,22013,Medium Confidence,233,Northern Europe,https://www.unep.org/resources/report/unep-food-waste-index-report-2120,Europe,Monthly,2579.28,2906.98,729.39,12896.41
6578cd8bbc6190354d98f919,Swaziland,144,100,114341,16,17957,28,31743,Very Low Confidence,748,Sub-Saharan Africa,https://www.unep.org/resources/report/unep-food-waste-index-report-2192,Africa,Monthly,204.56,239.53,60.41,1065.18
6578cd8bbc6190354d98f91a,Ethiopia,136,92,10327236,16,1752936,28,3098760,Very Low Confidence,231,Sub-Saharan Africa,https://www.unep.org/resources/report/unep-food-waste-index-report-2193,Africa,Monthly,143.88,160.41,40.42,713.13
6578cd8bbc6190354d98f91b,Faroe Islands,115,76,3710,13,624,26,1245,Low Confidence,234,Northern Europe,https://www.unep.org/resources/report/unep-food-waste-index-report-2121,Europe,Monthly,3484.42,3810.2,958.92,16855.52
6578cd8bbc6190354d98f91c,Fiji,120,76,67385,16,13920,28,24607,Very Low Confidence,242,Melanesia,https://www.unep.org/resources/report/unep-food-waste-index-report-2095,Oceania,Monthly,1939.13,2100.0,530.43,9347.83
6578cd8bbc6190354d98f91d,Finland,101,65,361937,13,70875,23,128927,Low Confidence,246,Northern Europe,https://www.unep.org/resources/report/unep-food-waste-index-report-2122,Europe,Monthly,4238.9,4978.86,1257.93,22093.02
6578cd8bbc6190354d98f91e,France,135,85,5522358,26,1667568,24,1594579,Medium Confidence,250,Western Europe,https://www.unep.org/resources/report/unep-food-waste-index-report-2247,Europe,Monthly,3769.56,4377.38,1100.42,19467.23
6578cd8bbc6190354d98f91f,French Polynesia,118,79,21978,13,3578,26,7142,Low Confidence,258,Polynesia,https://www.unep.org/resources/report/unep-food-waste-index-report-2133,Oceania,Monthly,1133.75,1293.18,325.95,5757.31
6578cd8bbc6190354d98f920,Gabon,136,92,199748,16,33980,28,60068,Very Low Confidence,266,Sub-Saharan Africa,https://www.unep.org/resources/report/unep-food-waste-index-report-2194,Africa,Monthly,800.85,894.31,225.59,3980.08
6578cd8bbc6190354d98f921,Gambia,147,103,241095,16,36719,28,64909,Very Low Confidence,270,Sub-Saharan Africa,https://www.unep.org/resources/report/unep-food-waste-index-report-2195,Africa,Monthly,223.7,246.84,62.02,1095.34
6578cd8bbc6190354d98f922,Georgia,145,101,403573,16,62511,28,110504,Very Low Confidence,268,Western Asia,https://www.unep.org/resources/report/unep-food-waste-index-report-2231,Asia,Monthly,2309.7,2526.12,638.06,11231.34
6578cd8bbc6190354d98f923,Germany,102,75,6263775,6,498244,21,1718433,High Confidence,276,Western Europe,https://www.unep.org/resources/report/unep-food-waste-index-report-2248,Europe,Monthly,3731.5,4048.63,1014.8,17970.4
6578cd8bbc6190354d98f924,Ghana,128,84,2555332,16,475743,28,840996,Very Low Confidence,288,Sub-Saharan Africa,https://www.unep.org/resources/report/unep-food-waste-index-report-2196,Africa,Monthly,373.82,438.42,110.25,1946.6
6578cd8bbc6190354d98f925,Gibraltar,123,84,2840,13,432,26,862,Low Confidence,292,Southern Europe,https://www.unep.org/resources/report/unep-food-waste-index-report-2164,Europe,Monthly,3567.07,4135.37,1046.34,18393.9
6578cd8bbc6190354d98f926,Greece,175,142,1483996,7,77332,26,267812,Medium Confidence,300,Southern Europe,https://www.unep.org/resources/report/unep-food-waste-index-report-2165,Europe,Monthly,2241.01,2579.28,655.39,11522.2
6578cd8bbc6190354d98f927,Greenland,113,74,4178,13,726,26,1450,Low Confidence,304,Northern America,https://www.unep.org/resources/report/unep-food-waste-index-report-2116,Northern America,Monthly,3526.91,4008.5,1011.33,17847.03
6578cd8bbc6190354d98f928,Grenada,116,72,8112,16,1752,28,3097,Very Low Confidence,308,Latin America and the Caribbean,https://www.unep.org/resources/report/unep-food-waste-index-report-2068,Caribbean,Monthly,2066.67,2329.63,588.89,10370.37
6578cd8bbc6190354d98f929,Guam,118,79,13165,13,2143,26,4278,Low Confidence,316,Micronesia,https://www.unep.org/resources/report/unep-food-waste-index-report-2100,Oceania,Monthly,1270.0,1400.0,350.0,6230.0
6578cd8bbc6190354d98f92a,Guatemala,116,72,1273466,16,274979,28,486095,Very Low Confidence,320,Latin America and the Caribbean,https://www.unep.org/resources/report/unep-food-waste-index-report-2070,Central America,Monthly,1222.65,1335.88,337.15,5954.2
6578cd8bbc6190354d98f92b,Guinea,147,103,1311530,16,199744,28,353099,Very Low Confidence,324,Sub-Saharan Africa,https://www.unep.org/resources/report/unep-food-waste-index-report-2197,Africa,Monthly,696.71,817.87,206.22,3634.99
6578cd8bbc6190354d98f92c,Guinea-Bissau,147,103,197266,16,30043,28,53109,Very Low Confidence,624,Sub-Saharan Africa,https://www.unep.org/resources/report/unep-food-waste-index-report-2198,Africa,Monthly,475.35,551.09,139.06,2449.28
6578cd8bbc6190354d98f92d,Guyana,116,72,56700,16,12243,28,21643,Very Low Confidence,328,Latin America and the Caribbean,https://www.unep.org/resources/report/unep-food-waste-index-report-2071,South America,Monthly,731.32,841.26,211.75,3737.87
6578cd8bbc6190354d98f92e,Haiti,127,83,936940,16,176157,28,311403,Very Low Confidence,332,Latin America and the Caribbean,https://www.unep.org/resources/report/unep-food-waste-index-report-2072,Caribbean,Monthly,444.95,506.2,127.66,2250.59
6578cd8bbc6190354d98f92f,Honduras,124,80,780504,16,152431,28,269461,Very Low Confidence,340,Latin America and the Caribbean,https://www.unep.org/resources/report/unep-food-waste-index-report-2073,Central America,Monthly,1022.22,1139.39,287.27,5090.91
6578cd8bbc6190354d98f930,Hungary,133,94,908669,13,124074,26,247642,Low Confidence,348,Eastern Europe,https://www.unep.org/resources/report/unep-food-waste-index-report-2038,Europe,Monthly,1227.46,1344.23,339.45,5974.36
6578cd8bbc6190354d98f931,Iceland,115,76,25827,13,4343,26,8668,Low Confidence,352,Northern Europe,https://www.unep.org/resources/report/unep-food-waste-index-report-2123,Europe,Monthly,4661.2,5049.03,1273.23,22464.51
6578cd8bbc6190354d98f932,India,94,50,68760163,16,21371087,28,37778821,Very Low Confidence,356,Southern Asia,https://www.unep.org/resources/report/unep-food-waste-index-report-2154,Asia,Monthly,327.97,384.43,97.07,1717.92
6578cd8bbc6190354d98f933,Indonesia,121,77,20938252,16,4232646,28,7482277,Very Low Confidence,360,South-eastern Asia,https://www.unep.org/resources/report/unep-food-waste-index-report-2142,Asia,Monthly,678.91,788.83,198.5,3504.47
6578cd8bbc6190354d98f934,Iran,115,71,5884842,16,1296792,28,2292410,Very Low Confidence,364,Southern Asia,https://www.unep.org/resources/report/unep-food-waste-index-report-2155,Asia,Monthly,932.63,1070.97,269.53,4770.47
6578cd8bbc6190354d98f935,Iraq,164,120,4734434,16,614814,28,1086840,Very Low Confidence,368,Western Asia,https://www.unep.org/resources/report/unep-food-waste-index-report-2232,Asia,Monthly,1382.38,1573.31,395.62,6988.25
6578cd8bbc6190354d98f936,Ireland,124,55,267073,13,62551,56,274135,Low Confidence,372,Northern Europe,https://www.unep.org/resources/report/unep-food-waste-index-report-2124,Europe,Monthly,3021.14,3399.58,856.24,15151.16
6578cd8bbc6190354d98f937,Isle of Man,115,76,6445,13,1084,26,2163,Low Confidence,833,Northern Europe,https://www.unep.org/resources/report/unep-food-waste-index-report-2125,,,,,,
6578cd8bbc6190354d98f938,Israel,178,100,848395,51,437997,27,233752,Medium Confidence,376,Western Asia,https://www.unep.org/resources/report/unep-food-waste-index-report-2233,,,,,,
6578cd8bbc6190354d98f939,Italy,97,67,4059806,4,219552,26,1548291,High Confidence,380,Southern Europe,https://www.unep.org/resources/report/unep-food-waste-index-report-2167,Europe,Monthly,3467.23,3868.92,972.52,17230.44
6578cd8bbc6190354d98f93a,Jamaica,116,72,213552,16,46112,28,81515,Very Low Confidence,388,Latin America and the Caribbean,https://www.unep.org/resources/report/unep-food-waste-index-report-2074,Caribbean,Monthly,565.78,624.56,157.59,2777.24
6578cd8bbc6190354d98f93b,Japan,88,64,8159891,9,1095308,15,1870735,Medium Confidence,392,Eastern Asia,https://www.unep.org/resources/report/unep-food-waste-index-report-2032,Asia,Monthly,3158.67,3453.12,869.97,15391.82
6578cd8bbc6190354d98f93c,Jordan,137,93,939897,16,157993,28,279293,Very Low Confidence,400,Western Asia,https://www.unep.org/resources/report/unep-food-waste-index-report-2234,Asia,Monthly,1946.4,2284.91,578.28,10141.04
6578cd8bbc6190354d98f93d,Kazakhstan,120,76,1404584,16,290148,28,512910,Very Low Confidence,398,Central Asia,https://www.unep.org/resources/report/unep-food-waste-index-report-2023,Asia,Monthly,701.0,813.99,204.86,3620.08
6578cd8bbc6190354d98f93e,Kenya,141,99,5217367,11,576411,31,1637020,Medium Confidence,404,Sub-Saharan Africa,https://www.unep.org/resources/report/unep-food-waste-index-report-2199,Africa,Monthly,863.29,991.43,250.22,4424.36
6578cd8bbc6190354d98f93f,Kiribati,135,91,10704,16,1839,28,3251,Very Low Confidence,296,Micronesia,https://www.unep.org/resources/report/unep-food-waste-index-report-2101,Oceania,Monthly,2206.45,2509.68,632.26,11161.29
6578cd8bbc6190354d98f940,Kuwait,134,95,397706,13,53898,26,107577,Low Confidence,414,Western Asia,https://www.unep.org/resources/report/unep-food-waste-index-report-2235,,,,,,
6578cd8bbc6190354d98f941,Kyrgyzstan,135,91,583951,16,100346,28,177387,Very Low Confidence,417,Central Asia,https://www.unep.org/resources/report/unep-food-waste-index-report-2024,Asia,Monthly,201.87,219.92,55.6,980.04
6578cd8bbc6190354d98f942,Laos,130,86,618994,16,112133,28,198223,Very Low Confidence,418,South-eastern Asia,https://www.unep.org/resources/report/unep-food-waste-index-report-2143,Asia,Monthly,206.42,223.54,56.25,992.99
